source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,search_query,referenced_tweets,in_reply_to_user_id,geo
Instagram,747120557871751168,1470987750,everyone,747120557871751168,HOY! Patuloga nako😏😌 tsk!| .| .| .| .| .| .| #depressed #nocturnal #tiredaf... http://someurl,2016-06-26T17:33:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,"{'coordinates': {'type': 'Point', 'coordinates': [123.883, 9.63333]}, 'place_id': '00307b5938b50d8d'}"
Twitter for Android,746636341249642496,4793932646,everyone,746636341249642496,Lord give a strength not physical kundi emotion hnd ko alam ano ung nangyayarin sa akin ngyon.| | #Depressed,2016-06-25T09:29:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,746324936378089472,546737553,everyone,746335139223867392,@someuser @someuser ikapila nman ko nimo tawgon og gago 😢 #hurt #pain  #depressed #emo #laslas,2016-06-24T13:32:18.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '746334874382925828'}]",704981053916581888,
Twitter Web Client,746176821838831616,324777066,everyone,746176821838831616,zootopia ang sagot ko sa lahat ngayon hahaha #depressed,2016-06-24T03:03:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,745778307925344256,2765289224,everyone,745778307925344256,"Ngayon palang, sasabihin kung, goodbye fats. #depressed",2016-06-23T00:39:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,745631058008281088,732461382923210752,everyone,745631058008281088,Hindi natin mababago ng bigla ang mundo. Kaya oras na para mag move on ako #ChoaleAudition #Depressed #StressEating #Shopping #MoveOn,2016-06-22T14:54:32.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,745622497995915264,1512291337,everyone,745622497995915264,ANG HiRAP MAGPANGGAP NA OK LNG AKO.... | | KAYA KO PA KAYA? | | #depressed — feeling hopeless,2016-06-22T14:20:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,745528691296370689,1787753731,everyone,745528691296370689,"Ako pod, kung sa school naay activity by group, then gamay ra nga score among nakuha, grabe na dayon ko ka problematic ana #DEPRESSED 😡😠😱",2016-06-22T08:07:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,744400054690058241,47277967,everyone,744400054690058241,"Ito na huling masarap na gising ng buhay ko. 12:44 PM Hahahahaha back to hell na bukas, gusto ko magwala #depressed",2016-06-19T05:22:57.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,743118045778845696,3433420694,everyone,743118045778845696,Yung nakakasora kasi mas close sila. Hahahay! #depressed,2016-06-15T16:28:43.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,740355304223834112,151012087,everyone,740355304223834112,I will never quit! Mahal kita! Kaya ipagpapatuloy ko ang laban hanggang kaya ko!❤️󾌧󾠣 | #Depressed http://someurl,2016-06-08T01:30:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,740102279299112960,562685194,everyone,740102279299112960,Wala na akong motivation para lumaban huuhuhuhuhuhuhuhuuh :( #depressed,2016-06-07T08:45:08.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web (M2),739803301584080897,737087110176329728,everyone,739803301584080897,Sa paglalaro ko nlng ng basketball binubuhos ang lahat.| #Depressed :(,2016-06-06T12:57:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPad,738669454255611904,162388655,everyone,738669454255611904,I wanna cry. Makakagraduate ba talaga ako? 😭😭😭| | 😖😖😖| | #depressed #onthevergeofbreakingdown  #tired,2016-06-03T09:51:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,738184940378955776,303132281,everyone,738184940378955776,Wala na bumigay na talaga katawan ko. Colds & Sore Throat. #depressed,2016-06-02T01:46:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,{'place_id': '53504716d445dcad'}
Twitter for Android,737856345383309312,50284152,everyone,737856345383309312,Kapaliton na kaayo ko ug sigarilyo. #stressed #depressed,2016-06-01T04:00:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,737540657271558145,197982118,everyone,737540847596539904,@someuser edi ang dami sanang programmer ngayon! #depressed,2016-05-31T07:06:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '737540657271558145'}]",197982118,
Twitter for iPhone,737224143318306816,2375149729,everyone,737224143318306816,ganun talaga potato potato #depressed http://someurl,2016-05-30T10:08:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Windows Phone,737199889323569153,724471106074218496,everyone,737199889323569153,Somebody youll realize na mali ka. Duda mong walang kwenta.  #depressed,2016-05-30T08:32:04.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,736552316401160193,271888460,everyone,736552316401160193,"Lord, pwede bang umiyak at magpa-hug sayo? 😔😔😭😞😞 #depressed",2016-05-28T13:38:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,735825012075204608,1150713866,everyone,735825012075204608,WOOOHOOO!!| TAG ULAN NA NGA!!| PATI PROBLEMA NAULAN NA!!| | #STRESSED| #DEPRESSED,2016-05-26T13:28:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
IFTTT,735306358334095360,719920706302132224,everyone,735306358334095360,Tsk tsk tsk tsk tsk| #Love #Instagood #Hope #Faith #Life #Live #Forever #Quotes #Quote #Wisdom #Memory #Depressed #D... http://someurl,2016-05-25T03:07:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Instagram,735288778588196865,2187856742,everyone,735288778588196865,Wtf.  Wala nang Natira -.-| Gilubong na tanan GADGETS. :(| #depressed http://someurl,2016-05-25T01:58:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,734608487586639872,423191405,everyone,734608487586639872,SIGE LAHAT NA LANG PINATAY NYO NA! PATI NGA DIREWOLVES! SINO PA!!!?? 😭😭😭 #GameofThrones #depressed,2016-05-23T04:54:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,734051491703447554,320739743,everyone,734053536418299905,@someuser Juuuune nga tulungan niyo naman ako mag set diba huhu ayoko na #depressed #stressed #suicide #bye #died,2016-05-21T16:09:35.000Z,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '734052024367468544'}]",478117045,
IFTTT,733752839168786432,727957950556450817,everyone,733752839168786432,#quote #quoteoftheday #lovequotes #sadquotes #depressed #tumblr by peachy_jpg http://someurl http://someurl,2016-05-20T20:14:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
TweetDeck,733235153959452672,731343635673796608,everyone,733236399193788416,@someuser nako ify loner rin ako #depressed djk hahahahahahahaha omg bibili ka ng ut?,2016-05-19T10:02:35.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '733236157853532160'}]",716606233034104834,
Twitter for Android,733230474038935552,2960146134,everyone,733230474038935552,Gusto ko ng fries tsaka coke float ng Jollibee 😢🍟 #depressed 😩,2016-05-19T09:39:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
IFTTT,732782919006191617,711529311845617664,everyone,732782919006191617,#sad #depression #depressed #depressing #lonely #drowning #anxiety by drxwn.ng http://someurl,2016-05-18T04:00:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Instagram,732540765721776133,3676830976,everyone,732540765721776133,Intento de kawaii...| #kawaii #kawaiitrucho #falopa #martes #aburrido #depressed #delineado... http://someurl,2016-05-17T11:58:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,732193567842533376,729625218776342528,everyone,732193567842533376,sana maging manhid nalang ako. pagod na pagod nakong masaktan. #depressed,2016-05-16T12:58:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
IFTTT,731044621208461312,711529311845617664,everyone,731044621208461312,~Alpha #depressed #lonely #loneliness #lonelynights #depression #selfharm #selfhurt #selfhurting #selfhate #sucide ... http://someurl,2016-05-13T08:53:14.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,730726420905787393,3227907667,everyone,730726420905787393,Napabayaan ko na twitter ko 😭😭💔💔 #depressed,2016-05-12T11:48:49.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPad,730469879254548481,144880115,everyone,730469879254548481,Gosh... #depressed talaga ang last update?! Sakit sa puso...  & im sobbing for real 😭😭😭💔💔💔 #tripped #lilienne #riguel #piper #jonaxxstories,2016-05-11T18:49:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,{'place_id': '00ecb59b0dad186e'}
Twitter Web Client,730053594217467905,136254156,everyone,730053594217467905,GIKAPOY RABA KOG LUTO NA TAPOS AKO DIAY TOY TABANG DUOT?! PAG SURE DHA OI DUH!| #TIRED| #MAKASAPOT| #WAYAYO| #DEPRESSED http://someurl,2016-05-10T15:15:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,{'place_id': '53df18e21825a89c'}
Facebook,729627198513098752,2998196552,everyone,729627198513098752,"Wla kang pake| Wla kang karapatan,magmahal| Wla kang kwenta| | Mark Javier| | #depressed http://someurl",2016-05-09T11:00:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,728058018856734721,3119784541,everyone,728084098053373952,@someuser okay anad naman sab ko himuon ra kalingawan </////3 #depressed #lonely #needsum1,2016-05-05T04:49:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '728083812857487360'}]",3257834251,
IFTTT,726899497952002049,711529311845617664,everyone,726899497952002049,Snap me? 😇❤ : tirawalkure ☻| -| -| #emo #snapchat #bored #messageme #emoboy #peace #depression #depressed #alternative... http://someurl,2016-05-01T22:22:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,726754151560933379,2715823087,everyone,726754151560933379,Pwde this time ako naman. Pwde ako naman ang pakinggan. Pwede ako naman ang bigyan ng time. Pwde ako naman ang bigyan ng advice. #Depressed,2016-05-01T12:44:26.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",tl,#depressed,,,
IFTTT,723857258824761344,711529311845617664,everyone,723857258824761344,nature.jpeg 🌵✨🌙 #SAD #TIRED #LONELY #NIGHT #NOFOUND #SPIKES #DEEPWAVE #DEPRESSED #DEATHTOREALITY #SOFT #GRUNGE #SOF... http://someurl,2016-04-23T12:53:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Instagram,723852774560026625,150061156,everyone,723852774560026625,nature.jpeg 🌵✨🌙 #SAD #TIRED #LONELY #NIGHT #NOFOUND #SPIKES #DEEPWAVE #DEPRESSED #DEATHTOREALITY... http://someurl,2016-04-23T12:35:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,723636194207109122,385260415,everyone,723827514057986048,@someuser huhuhuhu #depressed hahahahaha,2016-04-23T10:55:02.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '723827001279143936'}]",2993372623,
Facebook,723049401686605824,1150713866,everyone,723049401686605824,"Yung wala ka namang ginagawa, Pero pakiramdam mo pagod na pagod ka.| | #depressed",2016-04-21T07:23:05.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
IFTTT,722386433160388609,4069842253,everyone,722386433160388609,tag bae ❤| .| .| #friends #bestfriends #quotes #lovequotes #brokenheartquotes #brokenhearted #breakups #depressed #smi... http://someurl,2016-04-19T11:28:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
IFTTT,722386397127131136,4069842253,everyone,722386397127131136,tag bae ❤| .| #friends #bestfriends #quotes #lovequotes #brokenheartquotes #brokenhearted #breakups #depressed #smile... http://someurl,2016-04-19T11:28:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,722326549404327936,2477981551,everyone,722326549404327936,Debate. Naku pano na toh #depressed,2016-04-19T07:30:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,722093430805913600,2477981551,everyone,722093430805913600,Makahinga man lang sana ako. #depressed,2016-04-18T16:04:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,722093122608443393,2477981551,everyone,722093122608443393,Aasa ako hindi dahil sa possibilities. Aasa ako dahil gusto kong matuto. At least Im trying #depressed,2016-04-18T16:03:10.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,722092633640685568,2477981551,everyone,722092633640685568,Mapapaiyak ka na lang sa sakit at pag asa na pinag halong pagka tanga. Pweee #depressed,2016-04-18T16:01:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,722090499096469504,2477981551,everyone,722090499096469504,"Sa dami ng opportunities, dun pa ako nag kagusto sa zero #depressed",2016-04-18T15:52:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,722089549526990848,2477981551,everyone,722089549526990848,Kahit maliit na pagkakataon pinaniniwalaan pa rin #depressed,2016-04-18T15:48:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,722089102565199874,2477981551,everyone,722089102565199874,Sa dami ng pagkakataon. Yung malabo at impossible pa naman. #depressed,2016-04-18T15:47:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,721923525452423171,314295909,everyone,721923525452423171,Di nmn aq nagyyabang eh. Whyy does it have to be like this. #depressed 😭😭😭😭😭,2016-04-18T04:49:15.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,720250004057624576,314295909,everyone,720250004057624576,Naiiyak aq grbee...😭😭 #depressed,2016-04-13T13:59:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,720150135477444608,2433541298,everyone,720150135477444608,Iinom sana ako kaso naalala ko nabasag na pala favorite kong baso 😞 #depressed,2016-04-13T07:22:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,718480115282214912,4752292488,everyone,718480115282214912,Yung feeling na ikaw yung PINAKA KAKAIBA sa kanila lahat...🙄🙄 Ouch😪😔 | | #depressed,2016-04-08T16:46:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
IFTTT,718196109437497345,4069842253,everyone,718196109437497345,Ew ew ew ew selfie •| •| •| •| #depressed #depressedteen #depressedgirl #depressedquotes #depression #cutter #cutting #... http://someurl,2016-04-07T21:57:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Instagram,718165194619260928,212878613,everyone,718165194619260928,"#deserve #depressed #calm #beingShivam @ Gwalior, India http://someurl",2016-04-07T19:54:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,"{'coordinates': {'type': 'Point', 'coordinates': [78.178024, 26.221521]}, 'place_id': '4e6adfdaf3e47d0b'}"
Twitter Web Client,717332167425073152,1189252536,everyone,717332167425073152,Kahit anong panuod ko ng comedy and romance movie wala pa rin ewan ko pero hindi ako tinatablan ngayon ng kung anong kilig. | #Depressed,2016-04-05T12:44:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,717241707406995456,538055707,everyone,717241707406995456,Gusto kong umiyak. | #Frustrated| #Depressed,2016-04-05T06:45:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
IFTTT,715798068000587776,711529311845617664,everyone,715798068000587776,#depressed#lonely#sad by fvckitt____ http://someurl,2016-04-01T07:08:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry®,715761687496933376,2540066345,everyone,715769155828506624,@someuser @someuser @someuser oww noo maan Pastor! Kanti yinyan nale? #depressed shori zam ze Aprils fool zadropper kabhluuungu,2016-04-01T05:13:59.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '715768434206851072'}]",461251306,
